,PlayerName,SecondsRemaining,CarPositionX,CarPositionY,CarPositionZ,CarRotationX,CarRotationY,CarRotationZ,CarRotationW,CarLinearVelocityX,CarLinearVelocityY,CarLinearVelocityZ,CarAngularVelocityX,CarAngularVelocityY,CarAngularVelocityZ,CarSpeed
3539,RLDataCoach,127.0,-3680.06,-1546.54,248.27,-0.08439923,-0.0017506115,-0.5829181,0.8081338,45165.0,-220476.0,-47436.0,-24913.0,-9140.0,5205.0,137.99963203907464
3540,RLDataCoach,127.0,-3642.46,-1729.9,206.43,-0.1382611,-0.08306132,-0.5671922,0.8076371,45015.0,-219385.0,-52377.0,-19582.0,-7019.0,4151.0,137.99931988397623
3541,RLDataCoach,127.0,-3597.52,-1948.72,150.87,-0.1871489,-0.15672752,-0.5475173,0.8003978,44835.0,-217972.0,-58120.0,-14669.0,-5115.0,3149.0,137.99987531603063
3543,RLDataCoach,127.0,-3571.38,-2075.7,115.85,-0.2094349,-0.19020775,-0.5367546,0.79489154,44723.0,-217095.0,-61393.0,-12393.0,-4252.0,2678.0,137.9993298283727
3546,RLDataCoach,127.0,-3526.51,-2292.61,53.35,-0.22052124,-0.21437113,-0.52719504,0.79213685,45766.0,-218503.0,-55330.0,29967.0,5161.0,18.0,137.99934347452526
3548,RLDataCoach,127.0,-3488.49,-2454.94,18.28,-0.022666322,-0.025557933,-0.5709848,0.8202496,58031.0,-213605.0,-29135.0,54643.0,4057.0,-4755.0,133.9540026873404
3551,RLDataCoach,127.0,-3433.97,-2630.77,15.63,0.0055863117,0.0044965628,-0.5909402,0.8066835,66830.0,-210500.0,2174.0,-822.0,324.0,-6699.0,132.51883286295575
3553,RLDataCoach,127.0,-3380.22,-2806.76,16.72,0.0036387902,0.003940899,-0.604233,0.7967896,62321.0,-211814.0,672.0,-235.0,113.0,-1821.0,132.47577333067355
3555,RLDataCoach,127.0,-3334.89,-2966.01,16.97,0.00312089,0.0038383978,-0.60713,0.79458714,59250.0,-212658.0,150.0,-66.0,37.0,-537.0,132.4546850324291
3556,RLDataCoach,127.0,-3286.22,-3143.42,17.01,0.0029698354,0.0038222133,-0.6080795,0.7938614,57903.0,-213017.0,30.0,-16.0,7.0,-153.0,132.4478773528666
3605,RLDataCoach,124.0,553.82,-3842.91,81.52,0.35579628,-0.15274616,0.028120462,0.9215676,229206.0,6894.0,-2165.0,49932.0,1406.0,23015.0,137.59192477365815
3606,RLDataCoach,124.0,725.92,-3837.78,80.29,0.5533059,-0.12914385,0.076938145,0.8193015,229682.0,6871.0,-1513.0,51415.0,-2444.0,19377.0,137.8738392017862
3608,RLDataCoach,124.0,917.48,-3832.08,79.04,0.7397342,-0.10740273,0.12071169,0.6532126,229892.0,6855.0,-1496.0,51824.0,-3078.0,18159.0,137.99942700533214
3610,RLDataCoach,124.0,1089.92,-3826.95,77.96,0.8669117,-0.08361159,0.15316695,0.4669187,229893.0,6837.0,-1492.0,51850.0,-3223.0,18059.0,137.99968967182497
3612,RLDataCoach,124.0,1281.52,-3821.25,76.76,0.9480479,-0.03608322,0.21181405,0.23460175,229894.0,6818.0,-1486.0,36732.0,-25527.0,32000.0,137.99992768172018
3615,RLDataCoach,124.0,1453.96,-3816.12,75.68,0.9079377,0.047385365,0.41063464,0.069158845,229893.0,6849.0,-1444.0,21672.0,-40462.0,30299.0,137.9997200684117
3616,RLDataCoach,124.0,1683.88,-3809.23,73.4,0.769286,0.14363974,0.6115646,-0.11642826,229854.0,6920.0,-4347.0,22228.0,-32528.0,38377.0,137.99953581443668
3617,RLDataCoach,124.0,1856.24,-3804.01,68.32,0.6588879,0.23031819,0.6675377,-0.259256,229730.0,6924.0,-8717.0,18005.0,-22929.0,46637.0,137.99974012801619
3619,RLDataCoach,124.0,2047.6,-3798.27,58.82,0.5238287,0.3414784,0.66307956,-0.41148695,229497.0,6854.0,-13569.0,10858.0,-17644.0,50948.0,137.9999583730372
3621,RLDataCoach,124.0,2275.41,-3791.45,47.15,-0.37293023,-0.4046679,-0.58283716,0.5978861,225612.0,6821.0,-7374.0,27250.0,14395.0,45554.0,135.50130451755805
3624,RLDataCoach,124.0,2462.47,-3786.34,38.65,-0.23055021,-0.360247,-0.4899546,0.7596139,222130.0,4853.0,-11310.0,36480.0,16707.0,37617.0,133.4824095498729
3626,RLDataCoach,124.0,2644.19,-3784.6,30.88,-0.09956944,-0.21616225,-0.40931827,0.8808055,214676.0,-536.0,-9573.0,35677.0,30899.0,28238.0,128.93400349155374
3670,RLDataCoach,121.0,3312.44,-1018.24,72.05,-0.40183023,0.5398401,-0.53069085,-0.5152401,-47810.0,192409.0,-18857.0,-27683.0,9233.0,22347.0,119.49283701879372
3671,RLDataCoach,121.0,3272.64,-857.94,53.85,0.39694256,-0.42800048,0.60913247,0.5368517,-47810.0,192409.0,-24267.0,-30449.0,7074.0,13217.0,119.84375829053425
3672,RLDataCoach,121.0,3237.91,-714.77,38.8,0.34678155,-0.28821,0.6885677,0.5679367,-43593.0,188743.0,-10072.0,-52935.0,-11875.0,9046.0,116.38409409158967
3673,RLDataCoach,121.0,3201.92,-558.21,31.35,0.18838975,-0.14202127,0.7714667,0.59091324,-43980.0,186857.0,-10418.0,-53349.0,-11842.0,6210.0,115.34727082285043
3674,RLDataCoach,121.0,3167.49,-419.2,21.09,0.034745354,-0.012238138,0.79616857,0.60395247,-47416.0,183941.0,-14592.0,-44830.0,-11035.0,-515.0,114.30825954566886
3675,RLDataCoach,121.0,3126.74,-268.18,16.35,-0.00793309,0.0048526195,0.795934,0.60531193,-49470.0,179142.0,-286.0,3376.0,-894.0,2.0,111.50837990752083
3676,RLDataCoach,121.0,3077.88,-91.78,16.82,-0.0047393288,0.0025220674,0.7959579,0.60532814,-48203.0,174062.0,399.0,95.0,313.0,0.0,108.36815293913611
3677,RLDataCoach,121.0,3034.32,65.44,17.0,-0.0040326104,0.002845755,0.7959607,0.60532814,-46937.0,169411.0,80.0,16.0,76.0,0.0,105.47579392637914
3678,RLDataCoach,121.0,2995.76,204.69,17.01,-0.003886951,0.0029104927,0.79596126,0.60532814,-45782.0,165186.0,27.0,5.0,15.0,0.0,102.84778298845337
3679,RLDataCoach,121.0,2961.83,326.99,17.01,-0.003859977,0.0029104927,0.7959613,0.60532814,-44734.0,161388.0,27.0,1.0,5.0,0.0,100.48382203339999
3680,RLDataCoach,121.0,2917.85,485.63,17.01,-0.003859977,0.0029104927,0.7959613,0.60532814,-43330.0,156324.0,27.0,1.0,5.0,0.0,97.33080569788785
3681,RLDataCoach,121.0,2885.81,601.3,17.01,-0.003859977,0.0029104927,0.7959613,0.60532814,-42277.0,152526.0,27.0,1.0,5.0,0.0,94.96604344838211
