PlayerName,SecondsRemaining,CarPositionX,CarPositionY,CarPositionZ,CarRotationX,CarRotationY,CarRotationZ,CarRotationW,CarLinearVelocityX,CarLinearVelocityY,CarLinearVelocityZ,CarAngularVelocityX,CarAngularVelocityY,CarAngularVelocityZ,CarSpeed,SpeedFlip
RLDataCoach,297.0,1018.03,352.74,81.29,0.56510484,-0.43788382,0.46636844,-0.52097476,30508.0,-227825.0,-8041.0,9177.0,-51964.0,-15505.0,137.99951265566122,0
RLDataCoach,297.0,1038.49,200.32,74.57,-0.4380403,0.37549275,-0.5667606,0.5881398,30481.0,-227676.0,-11587.0,8686.0,-53363.0,-10092.0,137.99962292035437,0
RLDataCoach,297.0,1061.15,29.09,64.14,0.28452536,-0.27663273,0.64995867,-0.64813066,29915.0,-227496.0,-15818.0,6615.0,-54234.0,-6310.0,137.9994083009054,0
RLDataCoach,297.0,1090.98,-198.24,44.85,0.10077252,-0.14428708,0.70695686,-0.6850096,29742.0,-226983.0,-22226.0,5009.0,-37356.0,-4445.0,137.99982251597282,0
RLDataCoach,297.0,1112.27,-368.37,26.34,0.002845755,-0.064228006,0.72736305,-0.6832347,25064.0,-226618.0,-25451.0,-6139.0,-33606.0,-8581.0,137.6495664779225,0
RLDataCoach,297.0,1122.66,-556.31,15.79,-0.007916906,0.0034499725,0.75391185,-0.6569188,1220.0,-224275.0,-1018.0,-2059.0,2658.0,-8182.0,134.5683771383158,0
RLDataCoach,297.0,1112.45,-741.46,16.53,-0.004528932,-0.0010816567,0.7711206,-0.6366721,-22572.0,-220368.0,844.0,321.0,714.0,-4999.0,132.91356085757388,0
RLDataCoach,297.0,1085.41,-923.44,16.91,-0.003886951,-0.0025220674,0.7805783,-0.6250408,-39259.0,-216906.0,245.0,95.0,160.0,-2563.0,132.25821373026326,0
RLDataCoach,297.0,1048.28,-1103.17,17.01,-0.0037898445,-0.00285115,0.7848288,-0.61969453,-47891.0,-214910.0,43.0,25.0,33.0,-1024.0,132.10885215911912,0
RLDataCoach,297.0,1004.38,-1300.07,17.01,-0.0037682655,-0.0029428615,0.7727902,-0.6346436,-44546.0,-215340.0,28.0,1.0,-15.0,11654.0,131.9395259200214,0
RLDataCoach,297.0,979.6,-1444.29,17.01,-0.0036118163,-0.0031424689,0.74011195,-0.67246664,-30005.0,-217053.0,28.0,3.0,12.0,16772.0,131.47026288282837,0
RLDataCoach,296.0,967.11,-1607.34,17.01,0.0033690503,0.0034176037,-0.6929616,0.72095853,-5018.0,-217195.0,28.0,0.0,10.0,18756.0,130.3517766962921,0
RLDataCoach,296.0,973.98,-1787.42,17.01,0.0030831262,0.0036873433,-0.66142344,0.7499973,15778.0,-215249.0,26.0,-8.0,59.0,-1220.0,129.49589980366173,0
RLDataCoach,296.0,987.32,-1966.6,17.01,0.003196417,0.0035794475,-0.69330144,0.7206317,12361.0,-215093.0,28.0,0.0,-20.0,-14894.0,129.26873462457965,0
RLDataCoach,296.0,987.35,-2199.26,17.01,-0.003568658,-0.003223391,0.73671246,-0.67618906,-9825.0,-214185.0,27.0,-2.0,-26.0,-5001.0,128.6461363914206,0
